Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_A01331g	4952.CAG83567	4.69E-307	834	KOG0264@1|root,KOG0264@2759|Eukaryota,38E9H@33154|Opisthokonta,3NV7T@4751|Fungi,3QJIU@4890|Ascomycota,3RTD1@4891|Saccharomycetes	4891|Saccharomycetes	B	Histone acetyltransferase type B subunit 2	HAT2	GO:0000123,GO:0000302,GO:0001558,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006325,GO:0006333,GO:0006342,GO:0006348,GO:0006355,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010570,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016573,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019538,GO:0030308,GO:0031248,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0036211,GO:0040008,GO:0040029,GO:0042221,GO:0042393,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045814,GO:0045892,GO:0045926,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051716,GO:0060255,GO:0060258,GO:0065007,GO:0070013,GO:0070784,GO:0070785,GO:0070887,GO:0071704,GO:0071840,GO:0080090,GO:1900428,GO:1900429,GO:1901564,GO:1901700,GO:1901701,GO:1902493,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:2000112,GO:2000113,GO:2000220,GO:2000221,GO:2001141	-	ko:K10752	ko04218,map04218	-	-	-	ko00000,ko00001,ko03036	-	-	-	ANAPC4_WD40,CAF1C_H4-bd,WD40
YALI0_A01353g	4952.CAG83568	0	1448	COG1241@1|root,KOG0481@2759|Eukaryota,38CHZ@33154|Opisthokonta,3NUIB@4751|Fungi,3QN9B@4890|Ascomycota,3RSSQ@4891|Saccharomycetes	4891|Saccharomycetes	L	Belongs to the MCM family	MCM5	GO:0000228,GO:0000724,GO:0000725,GO:0000727,GO:0000781,GO:0000784,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005656,GO:0005657,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006267,GO:0006270,GO:0006275,GO:0006281,GO:0006302,GO:0006310,GO:0006325,GO:0006342,GO:0006343,GO:0006348,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0030174,GO:0031261,GO:0031298,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0031938,GO:0031939,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0033043,GO:0033044,GO:0033260,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0036387,GO:0036388,GO:0040029,GO:0042555,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043596,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0045814,GO:0045815,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051716,GO:0060255,GO:0060968,GO:0060969,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0071162,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0090329,GO:0097159,GO:0098687,GO:1901360,GO:1901363,GO:1901576,GO:1902275,GO:1902299,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1905268,GO:1990837,GO:2000112,GO:2000113,GO:2001141,GO:2001251	3.6.4.12	ko:K02209	ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113	M00285	-	-	ko00000,ko00001,ko00002,ko01000,ko03032,ko03036	-	-	-	MCM,MCM_N,MCM_OB
YALI0_A01485g	4952.CAG83574	3.93E-274	748	COG1902@1|root,KOG0134@2759|Eukaryota,38EN0@33154|Opisthokonta,3NUI7@4751|Fungi,3QN2G@4890|Ascomycota,3RSN2@4891|Saccharomycetes	4891|Saccharomycetes	C	to uniprot Q03558 Saccharomyces cerevisiae YHR179w OYE2 NADPH dehydrogenase or uniprot P41816 Saccharomyces cerevisiae YPL171c OYE3	-	-	1.6.99.1	ko:K00354	-	-	R00282	RC00001	ko00000,ko01000	-	-	-	Oxidored_FMN
YALI0_A01562g	4952.CAG83578	0	2082	COG1196@1|root,KOG0979@2759|Eukaryota,38DC0@33154|Opisthokonta,3NUF3@4751|Fungi,3QQJF@4890|Ascomycota,3RTYS@4891|Saccharomycetes	4891|Saccharomycetes	BDL	to Saccharomyces cerevisiae SMC5 (YOL034W)	SMC5	GO:0000725,GO:0000793,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007059,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0030915,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051304,GO:0051716,GO:0071139,GO:0071704,GO:0090304,GO:0097159,GO:0106068,GO:1901360,GO:1901363,GO:1902494,GO:1990234	-	-	-	-	-	-	-	-	-	-	AAA_23,SMC_N
YALI0_A01602g	4952.CAG83580	0	1130	COG1196@1|root,KOG0250@2759|Eukaryota,38BW4@33154|Opisthokonta,3NXHE@4751|Fungi,3QMP6@4890|Ascomycota,3RTPV@4891|Saccharomycetes	4891|Saccharomycetes	L	to Saccharomyces cerevisiae SMC6 (YLR383W)	SMC6	GO:0000724,GO:0000725,GO:0000793,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007059,GO:0008150,GO:0008152,GO:0009987,GO:0022402,GO:0030915,GO:0032991,GO:0033554,GO:0034641,GO:0035861,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0050000,GO:0050896,GO:0051179,GO:0051304,GO:0051640,GO:0051641,GO:0051716,GO:0071139,GO:0071704,GO:0090304,GO:0090734,GO:0097159,GO:0097240,GO:0106068,GO:1901360,GO:1901363,GO:1902494,GO:1990234,GO:1990683	-	-	-	-	-	-	-	-	-	-	AAA_23,SMC_N,SMC_hinge
YALI0_A01738g	4952.CAG83585	5.1E-78	233	COG1382@1|root,KOG1760@2759|Eukaryota,3A07R@33154|Opisthokonta,3P4NE@4751|Fungi,3QWGT@4890|Ascomycota,3RUS0@4891|Saccharomycetes	4891|Saccharomycetes	O	Binds specifically to cytosolic chaperonin (c-CPN) and transfers target proteins to it. Binds to nascent polypeptide chain and promotes folding in an environment in which there are many competing pathways for nonnative proteins	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006357,GO:0006457,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007021,GO:0008092,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015631,GO:0016043,GO:0016272,GO:0019219,GO:0019222,GO:0019538,GO:0019941,GO:0022607,GO:0030163,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032784,GO:0032786,GO:0032968,GO:0032991,GO:0033554,GO:0034243,GO:0034622,GO:0035966,GO:0035967,GO:0042221,GO:0043161,GO:0043170,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051087,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051603,GO:0051716,GO:0051788,GO:0060255,GO:0065003,GO:0065007,GO:0070887,GO:0071218,GO:0071310,GO:0071629,GO:0071704,GO:0071840,GO:0080090,GO:1901564,GO:1901565,GO:1901575,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	ko:K09550	-	-	-	-	ko00000,ko03110	-	-	-	Prefoldin_2
YALI0_A01760g	4952.CAG83586	1.01e-309	843	COG0037@1|root,2QQNE@2759|Eukaryota,39Z20@33154|Opisthokonta,3P0T4@4751|Fungi,3QSKG@4890|Ascomycota,3RVK9@4891|Saccharomycetes	4891|Saccharomycetes	D	PP-loop family	-	-	6.3.4.19	ko:K04075	-	-	R09597	RC02633,RC02634	ko00000,ko01000,ko03016	-	-	-	ATP_bind_3
YALI0_A01782g	4952.CAG83587	1.88E-273	748	KOG3937@1|root,KOG3937@2759|Eukaryota,38Y6W@33154|Opisthokonta,3P25F@4751|Fungi,3RIUZ@4890|Ascomycota,3RU5E@4891|Saccharomycetes	4891|Saccharomycetes	A	to Saccharomyces cerevisiae AAR2 (YBL074C)	-	GO:0000244,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005682,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0032991,GO:0034622,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0120114,GO:1901360,GO:1990904	-	ko:K13205	-	-	-	-	ko00000,ko03041	-	-	-	AAR2
YALI0_A01870g	4952.CAG83590	2.89E-251	689	KOG4701@1|root,KOG4701@2759|Eukaryota,38GWD@33154|Opisthokonta,3NVBP@4751|Fungi,3QN9E@4890|Ascomycota,3RSFW@4891|Saccharomycetes	4891|Saccharomycetes	G	Belongs to the glycosyl hydrolase 18 family	CHT3	GO:0000278,GO:0000281,GO:0000282,GO:0000322,GO:0000323,GO:0000324,GO:0000910,GO:0000920,GO:0003674,GO:0003824,GO:0004553,GO:0004568,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005773,GO:0005783,GO:0005933,GO:0005935,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006040,GO:0006807,GO:0006950,GO:0007049,GO:0007154,GO:0007163,GO:0008061,GO:0008144,GO:0008150,GO:0008152,GO:0008843,GO:0009056,GO:0009057,GO:0009267,GO:0009277,GO:0009605,GO:0009986,GO:0009987,GO:0009991,GO:0012505,GO:0016020,GO:0016787,GO:0016798,GO:0017144,GO:0022402,GO:0030010,GO:0030312,GO:0030427,GO:0030445,GO:0030447,GO:0031667,GO:0031668,GO:0031669,GO:0031967,GO:0031975,GO:0033554,GO:0036170,GO:0040007,GO:0042594,GO:0042737,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044182,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046348,GO:0050896,GO:0051301,GO:0051716,GO:0061640,GO:0071496,GO:0071704,GO:0071944,GO:0097367,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1903047	3.2.1.14	ko:K01183	ko00520,ko01100,map00520,map01100	-	R01206,R02334	RC00467	ko00000,ko00001,ko01000	-	GH18	-	CBM_19,Flocculin_t3,Glyco_hydro_18
YALI0_A01892g	4952.CAG83591	0	1169	KOG1729@1|root,KOG1729@2759|Eukaryota,39SY0@33154|Opisthokonta,3NXGB@4751|Fungi,3QSVK@4890|Ascomycota,3RT33@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae PIB2 (YGL023C)	PIB2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	FYVE
YALI0_A01958g	4952.CAG83592	0	1053	KOG0254@1|root,KOG0254@2759|Eukaryota,38F5R@33154|Opisthokonta,3NX4D@4751|Fungi,3QPF4@4890|Ascomycota,3RSXF@4891|Saccharomycetes	4891|Saccharomycetes	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	-	-	-	-	-	-	-	-	-	-	-	-	Sugar_tr
YALI0_A02002g	4952.CAG83594	4.95E-305	833	KOG1339@1|root,KOG1339@2759|Eukaryota,38H0T@33154|Opisthokonta,3NXPH@4751|Fungi,3QPMT@4890|Ascomycota,3RWAT@4891|Saccharomycetes	4952.CAG83594|-	O	Belongs to the peptidase A1 family	-	-	-	-	-	-	-	-	-	-	-	-	-
YALI0_A02068g	4952.CAG83597	1.23E-255	701	COG0470@1|root,KOG0990@2759|Eukaryota,38D9K@33154|Opisthokonta,3NUV3@4751|Fungi,3QPD2@4890|Ascomycota,3RT9X@4891|Saccharomycetes	4891|Saccharomycetes	L	DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon	RFC3	GO:0000819,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005663,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0022616,GO:0031389,GO:0031390,GO:0031391,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071704,GO:0071840,GO:0090304,GO:0098813,GO:1901360,GO:1901576,GO:1902494,GO:1904949	-	ko:K10756	ko03030,ko03420,ko03430,map03030,map03420,map03430	M00289,M00295	-	-	ko00000,ko00001,ko00002,ko03032,ko03036,ko03400	-	-	-	AAA,DNA_pol3_delta2,Rep_fac_C
YALI0_A02090g	4952.CAG83598	0	1274	28KY6@1|root,2QTEW@2759|Eukaryota,38NXD@33154|Opisthokonta,3NZ3A@4751|Fungi,3QJWW@4890|Ascomycota,3RS4B@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae MID1 (YNL291C)	MID1	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007204,GO:0008150,GO:0008324,GO:0008381,GO:0009987,GO:0012505,GO:0015075,GO:0015085,GO:0015267,GO:0015275,GO:0015318,GO:0016020,GO:0019725,GO:0022803,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0034220,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051480,GO:0051641,GO:0051649,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070509,GO:0070588,GO:0070838,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0097553,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098739,GO:0098771,GO:0099587,GO:0140135,GO:1902656	-	ko:K08284	-	-	-	-	ko00000,ko02000	8.A.41.1	-	-	Mid1
YALI0_A02112g	4952.CAG83599	1.41E-86	254	2DYF2@1|root,2S6UN@2759|Eukaryota,3A557@33154|Opisthokonta,3P4ME@4751|Fungi,3QW5P@4890|Ascomycota,3RUTT@4891|Saccharomycetes	4891|Saccharomycetes	S	Saccharomyces cerevisiae YBR269C	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006996,GO:0007005,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0031974,GO:0033108,GO:0034552,GO:0034553,GO:0034622,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0065003,GO:0070013,GO:0071840	-	-	-	-	-	-	-	-	-	-	DUF1674
YALI0_A02134g	4952.CAG83600	0	2167	KOG4719@1|root,KOG4719@2759|Eukaryota,39JCW@33154|Opisthokonta,3PXAC@4751|Fungi,3RGAN@4890|Ascomycota,3RW9U@4891|Saccharomycetes	4891|Saccharomycetes	UY	negative regulation of RNA export from nucleus	-	-	-	ko:K18719	-	-	-	-	ko00000,ko03019	1.I.1	-	-	-
YALI0_A02178g	4952.CAG83602	1.95E-94	276	2C60V@1|root,2S59H@2759|Eukaryota,3A60J@33154|Opisthokonta,3P61C@4751|Fungi,3QXNR@4890|Ascomycota,3RV5U@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae POP7 (YBR167C)	-	GO:0000172,GO:0000294,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005655,GO:0005697,GO:0005730,GO:0005732,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016072,GO:0016074,GO:0019222,GO:0019439,GO:0022613,GO:0030677,GO:0030681,GO:0031070,GO:0031974,GO:0031981,GO:0032991,GO:0033967,GO:0034470,GO:0034641,GO:0034655,GO:0034660,GO:0034963,GO:0034965,GO:0042254,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902494,GO:1902555,GO:1905348,GO:1990904	3.1.26.5	ko:K14526	ko03008,ko03013,map03008,map03013	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03016,ko03029	-	-	-	Rpp20
YALI0_A02200g	4952.CAG83603	0	1474	COG5647@1|root,KOG2167@2759|Eukaryota,38BUF@33154|Opisthokonta,3NW1Z@4751|Fungi,3QPVP@4890|Ascomycota,3RWB7@4891|Saccharomycetes	4891|Saccharomycetes	D	Belongs to the cullin family	-	-	-	-	-	-	-	-	-	-	-	-	Cullin,Cullin_Nedd8
YALI0_A02222g	4952.CAG83604	0	1389	KOG1450@1|root,KOG1450@2759|Eukaryota,39J8K@33154|Opisthokonta,3NVC8@4751|Fungi,3QKK6@4890|Ascomycota,3RSZP@4891|Saccharomycetes	4891|Saccharomycetes	T	to Saccharomyces cerevisiae RGD1 (YBR260C)	RGD1	GO:0003674,GO:0005096,GO:0005488,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005856,GO:0005933,GO:0005937,GO:0005938,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007231,GO:0008047,GO:0008150,GO:0008289,GO:0009268,GO:0009628,GO:0009987,GO:0010314,GO:0010447,GO:0015629,GO:0016020,GO:0023052,GO:0030234,GO:0030427,GO:0030479,GO:0030695,GO:0030863,GO:0030864,GO:0032266,GO:0033554,GO:0035091,GO:0042763,GO:0042764,GO:0042995,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043332,GO:0043547,GO:0044093,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044463,GO:0044464,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051286,GO:0051336,GO:0051345,GO:0051716,GO:0060589,GO:0061645,GO:0065007,GO:0065009,GO:0070273,GO:0071214,GO:0071470,GO:0071944,GO:0080025,GO:0098772,GO:0099568,GO:0104004,GO:0120025,GO:0120038,GO:1901981,GO:1902936	-	ko:K20643	-	-	-	-	ko00000,ko04131	-	-	-	FCH,RhoGAP
YALI0_A02453g	4952.CAG83615	0	1556	KOG2381@1|root,KOG2381@2759|Eukaryota,38DFD@33154|Opisthokonta,3NW8X@4751|Fungi,3QNN8@4890|Ascomycota,3RTF7@4891|Saccharomycetes	4891|Saccharomycetes	T	to uniprot P42951 Saccharomyces cerevisiae YJL100W LSB6 Phosphatidylinositol 4-kinase that binds Las17p	LSB6	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003824,GO:0004430,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005773,GO:0005774,GO:0005794,GO:0005802,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006996,GO:0007030,GO:0007032,GO:0008150,GO:0008152,GO:0009987,GO:0010256,GO:0012505,GO:0016020,GO:0016043,GO:0016050,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019637,GO:0030258,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044422,GO:0044424,GO:0044431,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046486,GO:0046488,GO:0046834,GO:0046854,GO:0052742,GO:0071704,GO:0071840,GO:0071944,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:0098852	2.7.1.67	ko:K13711	ko00562,ko01100,ko04070,map00562,map01100,map04070	M00130	R03361	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko04131	-	-	-	PI3_PI4_kinase
YALI0_A02541g	4952.CAG83619	0	1463	COG0294@1|root,KOG2544@2759|Eukaryota,38FVT@33154|Opisthokonta,3NUR7@4751|Fungi,3QN4I@4890|Ascomycota,3RRQ7@4891|Saccharomycetes	4891|Saccharomycetes	H	Catalyzes three sequential steps of tetrahydrofolate biosynthesis	FOL1	GO:0003674,GO:0003824,GO:0003848,GO:0004150,GO:0004156,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016772,GO:0016778,GO:0016829,GO:0016830,GO:0016832,GO:0018130,GO:0019438,GO:0019752,GO:0031967,GO:0031975,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.15,2.7.6.3,4.1.2.25	ko:K13939	ko00790,ko01100,map00790,map01100	M00126	R03066,R03067,R03503,R03504	RC00002,RC00017,RC00121,RC00721,RC00842,RC00943	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB,HPPK,Pterin_bind
