#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome XII","NC_001144.5",242232,243349,"+",850737,"RPS0B","YLR048W","NP_013149.1",252,"ribosomal 40S subunit protein S0B"
"chromosome XII","NC_001144.5",243886,245172,"-",850738,"MLO50","YLR049C","NP_013150.1",428,"Mlo50p"
"chromosome XII","NC_001144.5",245587,246072,"-",850739,"EMA19","YLR050C","NP_013151.1",161,"Ema19p"
"chromosome XII","NC_001144.5",246324,246977,"-",850740,"FCF2","YLR051C","NP_013152.1",217,"Fcf2p"
"chromosome XII","NC_001144.5",247201,247953,"+",850741,"IES3","YLR052W","NP_013153.1",250,"Ies3p"
"chromosome XII","NC_001144.5",248100,248426,"-",850742,"NRS1","YLR053C","NP_013154.1",108,"Nrs1p"
"chromosome XII","NC_001144.5",248717,250978,"-",850743,"OSW2","YLR054C","NP_013155.2",724,"Osw2p"
"chromosome XII","NC_001144.5",251272,253080,"-",850744,"SPT8","YLR055C","NP_013156.1",602,"SAGA complex subunit SPT8"
"chromosome XII","NC_001144.5",253861,254958,"+",850745,"ERG3","YLR056W","NP_013157.1",365,"C-5 sterol desaturase"
"chromosome XII","NC_001144.5",255306,257855,"+",850746,"MNL2","YLR057W","NP_013158.1",849,"putative mannosidase MNL2"
"chromosome XII","NC_001144.5",257992,259401,"-",850747,"SHM2","YLR058C","NP_013159.1",469,"glycine hydroxymethyltransferase SHM2"
"chromosome XII","NC_001144.5",259738,260547,"-",850748,"REX2","YLR059C","NP_013160.1",269,"Rex2p"
"chromosome XII","NC_001144.5",260979,262766,"+",850749,"FRS1","YLR060W","NP_013161.1",595,"phenylalanine--tRNA ligase subunit beta"
"chromosome XII","NC_001144.5",263194,263948,"+",850750,"RPL22A","YLR061W","NP_013162.1",121,"ribosomal 60S subunit protein L22A"
"chromosome XII","NC_001144.5",264157,265254,"+",850752,"BMT6","YLR063W","NP_013164.1",365,"25S rRNA (uracil2843-N3)-methyltransferase"
"chromosome XII","NC_001144.5",265456,266277,"+",850753,"PER33","YLR064W","NP_013165.1",273,"Per33p"
"chromosome XII","NC_001144.5",266373,266918,"-",850754,"SND2","YLR065C","NP_013166.1",181,"Snd2p"
"chromosome XII","NC_001144.5",267169,267723,"+",850755,"SPC3","YLR066W","NP_013167.1",184,"signal peptidase complex subunit SPC3"
"chromosome XII","NC_001144.5",267813,270710,"-",850756,"PET309","YLR067C","NP_013168.1",965,"Pet309p"
"chromosome XII","NC_001144.5",271008,271463,"+",850757,"FYV7","YLR068W","NP_013169.1",151,"Fyv7p"
"chromosome XII","NC_001144.5",271630,273915,"-",850758,"MEF1","YLR069C","NP_013170.1",761,"Mef1p"
"chromosome XII","NC_001144.5",274141,275211,"-",850759,"XYL2","YLR070C","NP_013171.1",356,"D-xylulose reductase XYL2"
"chromosome XII","NC_001144.5",275378,278626,"-",850760,"RGR1","YLR071C","NP_013172.1",1082,"Rgr1p"
"chromosome XII","NC_001144.5",278862,280943,"+",850761,"LAM6","YLR072W","NP_013173.1",693,"Lam6p"
"chromosome XII","NC_001144.5",281019,281621,"-",850762,"RFU1","YLR073C","NP_013174.1",200,"Rfu1p"
"chromosome XII","NC_001144.5",281956,282456,"-",850763,"BUD20","YLR074C","NP_013175.1",166,"Bud20p"
"chromosome XII","NC_001144.5",282927,283592,"+",850764,"RPL10","YLR075W","NP_013176.1",221,"ribosomal 60S subunit protein L10"
"chromosome XII","NC_001144.5",283872,285623,"+",850766,"FMP25","YLR077W","NP_013178.1",583,"Fmp25p"
"chromosome XII","NC_001144.5",285736,286559,"-",850767,"BOS1","YLR078C","NP_013179.1",244,"Bos1p"
"chromosome XII","NC_001144.5",286820,287674,"+",850768,"SIC1","YLR079W","NP_013180.1",284,"cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1"
"chromosome XII","NC_001144.5",287916,289250,"+",850769,"EMP46","YLR080W","NP_013181.1",444,"Emp46p"
"chromosome XII","NC_001144.5",290212,291936,"+",850770,"GAL2","YLR081W","NP_013182.1",574,"galactose permease GAL2"
"chromosome XII","NC_001144.5",292394,293572,"-",850771,"SRL2","YLR082C","NP_013183.1",392,"Srl2p"
"chromosome XII","NC_001144.5",294091,296094,"-",850772,"EMP70","YLR083C","NP_013184.1",667,"Emp70p"
"chromosome XII","NC_001144.5",296589,300251,"-",850773,"RAX2","YLR084C","NP_013185.1",1220,"Rax2p"
"chromosome XII","NC_001144.5",300673,301989,"-",850774,"ARP6","YLR085C","NP_013186.1",438,"Arp6p"
"chromosome XII","NC_001144.5",302243,306499,"+",850775,"SMC4","YLR086W","NP_013187.1",1418,"condensin subunit SMC4"
"chromosome XII","NC_001144.5",306855,315731,"-",850776,"CSF1","YLR087C","NP_013188.1",2958,"Csf1p"
"chromosome XII","NC_001144.5",316107,317951,"+",850777,"GAA1","YLR088W","NP_013189.1",614,"GPI-anchor transamidase subunit GAA1"
"chromosome XII","NC_001144.5",318237,320015,"-",850778,"ALT1","YLR089C","NP_013190.1",592,"alanine transaminase ALT1"
"chromosome XII","NC_001144.5",320701,322080,"+",850779,"XDJ1","YLR090W","NP_013191.1",459,"Xdj1p"
"chromosome XII","NC_001144.5",322297,323178,"+",850780,"GEP5","YLR091W","NP_013192.1",293,"Gep5p"
"chromosome XII","NC_001144.5",323544,326225,"+",850781,"SUL2","YLR092W","NP_013193.1",893,"sulfate permease"
"chromosome XII","NC_001144.5",326513,327415,"-",850782,"NYV1","YLR093C","NP_013194.2",253,"Nyv1p"
"chromosome XII","NC_001144.5",327730,329238,"-",850783,"GIS3","YLR094C","NP_013195.1",502,"Gis3p"
"chromosome XII","NC_001144.5",329677,332115,"-",850784,"IOC2","YLR095C","NP_013196.1",812,"Ioc2p"
"chromosome XII","NC_001144.5",332590,336033,"+",850785,"KIN2","YLR096W","NP_013197.1",1147,"serine/threonine protein kinase KIN2"
"chromosome XII","NC_001144.5",336231,337265,"-",850786,"HRT3","YLR097C","NP_013198.1",344,"SCF ubiquitin ligase complex subunit HRT3"
"chromosome XII","NC_001144.5",337527,339473,"-",850787,"CHA4","YLR098C","NP_013199.1",648,"Cha4p"
"chromosome XII","NC_001144.5",339744,340928,"-",850788,"ICT1","YLR099C","NP_013200.1",394,"lysophosphatidic acid acyltransferase ICT1"
"chromosome XII","NC_001144.5",341325,341588,"+",850789,"MIM2","YLR099W-A","NP_076901.1",87,"Mim2p"
"chromosome XII","NC_001144.5",341810,342853,"+",850790,"ERG27","YLR100W","NP_013201.1",347,"3-keto-steroid reductase"
"chromosome XII","NC_001144.5",342970,343767,"-",850792,"APC9","YLR102C","NP_013203.1",265,"anaphase promoting complex subunit 9"
"chromosome XII","NC_001144.5",343989,345941,"-",850793,"CDC45","YLR103C","NP_013204.1",650,"DNA replication initiation factor CDC45"
"chromosome XII","NC_001144.5",346585,346980,"+",850794,"LCL2","YLR104W","NP_013205.1",131,"Lcl2p"
"chromosome V","NC_001137.3",207644,208474,"-",856748,"CHO1","YER026C","NP_010943.3",276,"CDP-diacylglycerol-serine O-phosphatidyltransferase"
"chromosome V","NC_001137.3",208979,210232,"-",856749,"GAL83","YER027C","NP_010944.1",417,"Gal83p"
"chromosome V","NC_001137.3",210692,211876,"-",856750,"MIG3","YER028C","NP_010945.1",394,"Mig3p"
"chromosome V","NC_001137.3",212587,213177,"-",856751,"SMB1","YER029C","NP_010946.3",196,"mRNA splicing protein SMB1"
"chromosome V","NC_001137.3",213437,213898,"+",856752,"CHZ1","YER030W","NP_010947.2",153,"Chz1p"
"chromosome V","NC_001137.3",214076,214747,"-",856753,"YPT31","YER031C","NP_010948.1",223,"Rab family GTPase YPT31"
"chromosome V","NC_001137.3",215063,217693,"+",856754,"FIR1","YER032W","NP_010949.4",876,"Fir1p"
"chromosome V","NC_001137.3",218057,221287,"-",856755,"ZRG8","YER033C","NP_010950.1",1076,"Zrg8p"
"chromosome V","NC_001137.3",221846,222403,"+",856756,,"YER034W","NP_010951.1",185,"uncharacterized protein YER034W"
"chromosome V","NC_001137.3",222639,223076,"+",856757,"EDC2","YER035W","NP_010952.3",145,"Edc2p"
"chromosome V","NC_001137.3",223367,225199,"-",856758,"ARB1","YER036C","NP_010953.1",610,"ATP-binding cassette family ATPase ARB1"
"chromosome V","NC_001137.3",225889,226854,"+",856759,"PHM8","YER037W","NP_010954.1",321,"bifunctional nucleotidase/lysophosphatidic acid phosphatase"
"chromosome V","NC_001137.3",226858,228252,"-",856760,"KRE29","YER038C","NP_010955.3",464,"Smc5-Smc6 complex subunit KRE29"
"chromosome V","NC_001137.3",228451,228831,"+",20098144,"FMP49","YER038W-A","NP_001288277.1",126,"Fmp49p"
"chromosome V","NC_001137.3",228456,229205,"-",856761,"HVG1","YER039C","NP_010956.1",249,"putative GDP-mannose transporter"
"chromosome V","NC_001137.3",229263,229481,"-",856762,,"YER039C-A","NP_010957.1",72,"uncharacterized protein YER039C-A"
"chromosome V","NC_001137.3",229795,231987,"+",856763,"GLN3","YER040W","NP_010958.3",730,"nitrogen-responsive transcriptional regulator GLN3"
"chromosome V","NC_001137.3",232461,234740,"+",856764,"YEN1","YER041W","NP_010959.2",759,"crossover junction endodeoxyribonuclease"
"chromosome V","NC_001137.3",234937,235491,"+",856765,"MXR1","YER042W","NP_010960.1",184,"peptide-methionine-S-sulfoxide reductase"
"chromosome V","NC_001137.3",235770,237119,"-",856766,"SAH1","YER043C","NP_010961.3",449,"adenosylhomocysteinase"
"chromosome V","NC_001137.3",237570,238016,"-",856767,"ERG28","YER044C","NP_010962.1",148,"Erg28p"
"chromosome V","NC_001137.3",238460,239774,"-",856768,"MEI4","YER044C-A","NP_010963.1",408,"Mei4p"
"chromosome V","NC_001137.3",240032,241501,"-",856769,"ACA1","YER045C","NP_010964.3",489,"Aca1p"
"chromosome V","NC_001137.3",243180,243611,"+",856770,"SPO73","YER046W","NP_010965.1",143,"Spo73p"
"chromosome V","NC_001137.3",243810,246503,"-",856771,"SAP1","YER047C","NP_010966.1",897,"putative AAA family ATPase SAP1"
"chromosome V","NC_001137.3",246982,248157,"-",856772,"CAJ1","YER048C","NP_010967.3",391,"Caj1p"
"chromosome V","NC_001137.3",250718,251002,"+",856774,"ISD11","YER048W-A","NP_010968.1",94,"Isd11p"
"chromosome XII","NC_001144.5",347047,348180,"-",850795,"SEN2","YLR105C","NP_013206.1",377,"tRNA splicing endonuclease subunit SEN2"
"chromosome XII","NC_001144.5",349006,363738,"-",850796,"REA1","YLR106C","NP_013207.1",4910,"AAA family ATPase midasin"
"chromosome XII","NC_001144.5",364116,365330,"+",850797,"REX3","YLR107W","NP_013208.1",404,"RNA exonuclease"
"chromosome XII","NC_001144.5",366667,368124,"-",850798,,"YLR108C","NP_013209.1",485,"uncharacterized protein YLR108C"
"chromosome XII","NC_001144.5",368781,369311,"+",850799,"AHP1","YLR109W","NP_013210.1",176,"thioredoxin peroxidase AHP1"
"chromosome XII","NC_001144.5",369697,370098,"-",850800,"CCW12","YLR110C","NP_013211.1",133,"Ccw12p"
"chromosome XII","NC_001144.5",370391,370723,"+",850801,,"YLR111W","NP_001335794.1",110,"uncharacterized protein YLR111W"
"chromosome XII","NC_001144.5",370791,371210,"+",850802,,"YLR112W","NP_001335795.1",139,"uncharacterized protein YLR112W"
"chromosome XII","NC_001144.5",371620,372927,"+",850803,"HOG1","YLR113W","NP_013214.1",435,"mitogen-activated protein kinase HOG1"
"chromosome XII","NC_001144.5",374944,377238,"-",850805,"AVL9","YLR114C","NP_013215.1",764,"Avl9p"
"chromosome XII","NC_001144.5",377985,380564,"+",850806,"CFT2","YLR115W","NP_013216.1",859,"cleavage polyadenylation factor subunit CFT2"
"chromosome XII","NC_001144.5",380822,382252,"+",850807,"MSL5","YLR116W","NP_013217.1",476,"mRNA splicing protein MSL5"
"chromosome XII","NC_001144.5",382471,384534,"-",850808,"CLF1","YLR117C","NP_013218.1",687,"Clf1p"
"chromosome XII","NC_001144.5",384725,385408,"-",850809,"TML25","YLR118C","NP_013219.1",227,"palmitoyl-(protein) hydrolase"
"chromosome XII","NC_001144.5",385534,386175,"+",850810,"SRN2","YLR119W","NP_013220.1",213,"ESCRT-I subunit protein SRN2"
"chromosome XII","NC_001144.5",386511,388220,"-",850811,"YPS1","YLR120C","NP_013221.1",569,"aspartyl protease"
"chromosome XII","NC_001144.5",388744,390270,"-",850812,"YPS3","YLR121C","NP_013222.1",508,"aspartyl protease"
"chromosome XII","NC_001144.5",390954,391331,"-",850813,,"YLR122C","NP_001335796.1",125,"uncharacterized protein YLR122C"
"chromosome XII","NC_001144.5",393484,393894,"+",850816,,"YLR125W","NP_013226.1",136,"uncharacterized protein YLR125W"
"chromosome XII","NC_001144.5",394765,395520,"-",850817,,"YLR126C","NP_013227.1",251,"putative amidotransferase"
"chromosome XII","NC_001144.5",395758,398319,"-",850818,"APC2","YLR127C","NP_013228.1",853,"anaphase promoting complex subunit 2"
"chromosome XII","NC_001144.5",398530,399433,"+",850819,"DCN1","YLR128W","NP_013229.1",269,"NEDD8 ligase DCN1"
"chromosome XII","NC_001144.5",399657,402488,"+",850820,"DIP2","YLR129W","NP_013230.1",943,"snoRNA-binding rRNA-processing protein DIP2"
"chromosome XII","NC_001144.5",402794,404062,"-",850821,"ZRT2","YLR130C","NP_013231.1",422,"low-affinity Zn(2+) transporter ZRT2"
"chromosome XII","NC_001144.5",404510,406822,"-",850822,"ACE2","YLR131C","NP_013232.1",770,"DNA-binding transcription factor ACE2"
"chromosome XII","NC_001144.5",407283,408155,"-",850823,"USB1","YLR132C","NP_013233.1",290,"phosphoric diester hydrolase"
"chromosome XII","NC_001144.5",408445,410193,"+",850824,"CKI1","YLR133W","NP_013234.1",582,"bifunctional choline kinase/ethanolamine kinase CKI1"
"chromosome V","NC_001137.3",251728,253662,"+",856775,"TPA1","YER049W","NP_010969.1",644,"oxidative DNA demethylase"
"chromosome V","NC_001137.3",253971,254387,"-",856776,"RSM18","YER050C","NP_010970.4",138,"mitochondrial 37S ribosomal protein RSM18"
"chromosome V","NC_001137.3",254656,256134,"+",856777,"JHD1","YER051W","NP_010971.1",492,"[Histone H3]-lysine-36 demethylase [Saccharomyces cerevisiae S288C]"
"chromosome V","NC_001137.3",256375,257958,"-",856778,"HOM3","YER052C","NP_010972.1",527,"aspartate kinase"
"chromosome V","NC_001137.3",258737,259639,"-",856779,"PIC2","YER053C","NP_010973.3",300,"Cu/Pi carrier"
"chromosome V","NC_001137.3",260933,261046,"-",856780,,"YER053C-A","NP_061492.1",37,"uncharacterized protein YER053C-A"
"chromosome V","NC_001137.3",262052,263698,"-",856781,"GIP2","YER054C","NP_010974.1",548,"Gip2p"
"chromosome V","NC_001137.3",264892,265785,"-",856782,"HIS1","YER055C","NP_010975.3",297,"ATP phosphoribosyltransferase"
"chromosome V","NC_001137.3",266512,268113,"-",856783,"FCY2","YER056C","NP_010976.1",533,"purine-cytosine permease"
"chromosome V","NC_001137.3",269423,270185,"-",856784,"RPL34A","YER056C-A","NP_010977.2",121,"ribosomal 60S subunit protein L34A"
"chromosome V","NC_001137.3",270737,271126,"-",856785,"HMF1","YER057C","NP_010978.3",129,"putative isoleucine biosynthesis protein HMF1"
"chromosome V","NC_001137.3",271768,272091,"+",856786,"PET117","YER058W","NP_010979.1",107,"Pet117p"
"chromosome V","NC_001137.3",272624,273886,"+",856787,"PCL6","YER059W","NP_010980.1",420,"Pcl6p"
"chromosome V","NC_001137.3",274567,276153,"+",856788,"FCY21","YER060W","NP_010981.3",528,"purine-cytosine permease"
"chromosome V","NC_001137.3",276572,278164,"+",856789,"FCY22","YER060W-A","NP_010982.1",530,"purine-cytosine permease"
"chromosome V","NC_001137.3",278298,279626,"-",856790,"CEM1","YER061C","NP_010983.2",442,"fatty acid synthase CEM1"
"chromosome V","NC_001137.3",279930,280682,"-",856791,"GPP2","YER062C","NP_010984.3",250,"glycerol-1-phosphatase HOR2"
"chromosome V","NC_001137.3",281710,282366,"+",856792,"THO1","YER063W","NP_010985.1",218,"Tho1p"
"chromosome V","NC_001137.3",282705,284222,"-",856793,"VHR2","YER064C","NP_010986.1",505,"Vhr2p"
"chromosome V","NC_001137.3",285241,286914,"-",856794,"ICL1","YER065C","NP_010987.3",557,"isocitrate lyase 1"
"chromosome V","NC_001137.3",290242,290799,"+",856796,"RRT13","YER066W","NP_010988.1",185,"Rrt13p"
"chromosome V","NC_001137.3",292066,292551,"+",856797,"RGI1","YER067W","NP_010990.1",161,"Rgi1p"
"chromosome V","NC_001137.3",293050,294813,"+",856799,"MOT2","YER068W","NP_010991.3",587,"CCR4-NOT core ubiquitin-protein ligase subunit MOT2"
"chromosome V","NC_001137.3",295410,298001,"+",856800,"ARG56","YER069W","NP_010992.1",863,"bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase"
"chromosome V","NC_001137.3",298950,301616,"+",856801,"RNR1","YER070W","NP_010993.1",888,"ribonucleotide-diphosphate reductase subunit RNR1"
"chromosome V","NC_001137.3",301947,302327,"-",856802,"TDA2","YER071C","NP_010994.3",126,"Tda2p"
"chromosome V","NC_001137.3",302806,303195,"+",856803,"VTC1","YER072W","NP_010995.1",129,"Vtc1p"
"chromosome XII","NC_001144.5",410723,412414,"+",850825,"PDC5","YLR134W","NP_013235.1",563,"indolepyruvate decarboxylase 5"
"chromosome XII","NC_001144.5",413281,415527,"+",850826,"SLX4","YLR135W","NP_013236.1",748,"Slx4p"
"chromosome XII","NC_001144.5",415801,416658,"-",850827,"TIS11","YLR136C","NP_013237.1",285,"Tis11p"
"chromosome XII","NC_001144.5",417006,418109,"+",850828,"RKM5","YLR137W","NP_013238.1",367,"S-adenosylmethionine-dependent methyltransferase"
"chromosome XII","NC_001144.5",418437,421394,"+",850829,"NHA1","YLR138W","NP_013239.1",985,"Nha1p"
"chromosome XII","NC_001144.5",421542,423473,"-",850830,"SLS1","YLR139C","NP_013240.1",643,"Sls1p"
"chromosome XII","NC_001144.5",423683,424774,"+",850832,"RRN5","YLR141W","NP_013242.1",363,"Rrn5p"
"chromosome XII","NC_001144.5",425186,426616,"+",850833,"PUT1","YLR142W","NP_013243.1",476,"proline dehydrogenase"
"chromosome XII","NC_001144.5",427329,429386,"+",850835,"DPH6","YLR143W","NP_013244.1",685,"diphthine--ammonia ligase"
"chromosome XII","NC_001144.5",429677,432016,"-",850836,"ACF2","YLR144C","NP_013245.1",779,"endo-1,3(4)-beta-glucanase"
"chromosome XII","NC_001144.5",432168,432773,"+",850837,"RMP1","YLR145W","NP_013246.1",201,"Rmp1p"
"chromosome XII","NC_001144.5",432823,433725,"-",850838,"SPE4","YLR146C","NP_013247.1",300,"spermine synthase"
"chromosome XII","NC_001144.5",433870,434058,"+",3799977,,"YLR146W-A","NP_001032582.1",62,"uncharacterized protein YLR146W-A"
"chromosome XII","NC_001144.5",434158,434463,"-",850839,"SMD3","YLR147C","NP_013248.1",101,"mRNA splicing protein SMD3"
"chromosome XII","NC_001144.5",434641,437397,"+",850840,"PEP3","YLR148W","NP_013249.1",918,"tethering complex subunit PEP3"
"chromosome XII","NC_001144.5",437631,439823,"-",850841,"GID11","YLR149C","NP_013250.1",730,"Gid11p"
"chromosome XII","NC_001144.5",440467,441288,"+",850843,"STM1","YLR150W","NP_013251.1",273,"Stm1p"
"chromosome XII","NC_001144.5",441715,442737,"-",850844,"PCD1","YLR151C","NP_013252.1",340,"8-oxo-dGTP diphosphatase"
"chromosome XII","NC_001144.5",442958,444688,"-",850845,,"YLR152C","NP_013253.1",576,"uncharacterized protein YLR152C"
"chromosome XII","NC_001144.5",445524,447575,"-",850846,"ACS2","YLR153C","NP_013254.1",683,"acetate--CoA ligase ACS2"
"chromosome XII","NC_001144.5",447982,448314,"-",850847,"RNH203","YLR154C","NP_013255.1",110,"Rnh203p"
"chromosome XII","NC_001144.5",454696,455070,"+",850849,"TAR1","YLR154W-C","NP_690845.1",124,"Tar1p"
"chromosome XII","NC_001144.5",462522,462671,"-",1466409,,"YLR154C-G","NP_878121.1",49,"uncharacterized protein YLR154C-G"
"chromosome XII","NC_001144.5",468827,468958,"-",1466410,,"YLR154C-H","NP_878126.1",43,"uncharacterized protein YLR154C-H"
"chromosome XII","NC_001144.5",469317,470405,"-",850850,"ASP3-1","YLR155C","NP_013256.1",362,"asparaginase ASP3-1"
"chromosome XII","NC_001144.5",472113,472457,"+",850851,,"YLR156W","NP_757337.1",114,"uncharacterized protein YLR156W"
"chromosome XII","NC_001144.5",472479,472610,"-",1466411,,"YLR156C-A","NP_878123.1",43,"uncharacterized protein YLR156C-A"
"chromosome V","NC_001137.3",304030,305592,"+",856804,"ALD5","YER073W","NP_010996.2",520,"aldehyde dehydrogenase (NAD(P)(+)) ALD5"
"chromosome V","NC_001137.3",306323,307196,"+",856805,"RPS24A","YER074W","NP_010997.3",135,"ribosomal 40S subunit protein S24A"
"chromosome V","NC_001137.3",307653,308123,"+",856806,"YOS1","YER074W-A","NP_219496.2",85,"Yos1p"
"chromosome V","NC_001137.3",308413,311199,"-",856807,"PTP3","YER075C","NP_010998.2",928,"tyrosine protein phosphatase PTP3"
"chromosome V","NC_001137.3",312590,313498,"-",856809,,"YER076C","NP_010999.3",302,"uncharacterized protein YER076C"
"chromosome V","NC_001137.3",314534,316600,"-",856810,"MRX1","YER077C","NP_011000.1",688,"Mrx1p"
"chromosome V","NC_001137.3",316807,318342,"-",856811,"ICP55","YER078C","NP_011001.1",511,"aminopeptidase"
"chromosome V","NC_001137.3",318646,318810,"+",1466536,,"YER078W-A","NP_878068.3",54,"uncharacterized protein YER078W-A"
"chromosome V","NC_001137.3",318920,319552,"+",856812,,"YER079W","NP_011002.1",210,"uncharacterized protein YER079W"
"chromosome V","NC_001137.3",319963,321846,"+",856813,"AIM9","YER080W","NP_011003.1",627,"Aim9p"
"chromosome V","NC_001137.3",322686,324095,"+",856814,"SER3","YER081W","NP_011004.3",469,"phosphoglycerate dehydrogenase SER3"
