,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
942,NP_010686.1,YDR398W,XP_504014.1,YALI0_E16280g,NP_010686.1,XP_504014.1,Utp5p,YALI0E16280p,0.9642301710730948
943,NP_010687.3,YDR399W,XP_504036.1,YALI0_E16753g,NP_010687.3,XP_504036.1,hypoxanthine phosphoribosyltransferase,YALI0E16753p,0.9547511312217196
944,NP_010688.4,YDR400W,XP_504955.1,YALI0_F03597g,NP_010688.4,XP_504955.1,trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase,YALI0F03597p,0.85
945,NP_010690.1,YDR402C,XP_500560.1,YALI0_B06248g,NP_010690.1,XP_500560.1,putative cytochrome P450,YALI0B06248p,0.4151329243353783
946,NP_010692.3,YDR404C,XP_002143054.1,YALI0_D11627g,NP_010692.3,XP_002143054.1,DNA-directed RNA polymerase II subunit RPB7,YALI0D11627p,0.9766081871345028
947,NP_010693.3,YDR405W,XP_503859.1,YALI0_E12353g,NP_010693.3,XP_503859.1,mitochondrial 54S ribosomal protein YmL41,YALI0E12353p,0.8060836501901141
948,NP_010694.1,YDR406W,XP_503953.2,YALI0_E14729g,NP_010694.1,XP_503953.2,ATP-binding cassette multidrug transporter PDR15,YALI0E14729p,0.4584695879659908
949,NP_010695.1,YDR407C,XP_502841.1,YALI0_D15004g,NP_010695.1,XP_502841.1,Trs120p,YALI0D15004p,1.020946470131885
950,NP_010696.3,YDR408C,XP_502351.1,YALI0_D03069g,NP_010696.3,XP_502351.1,phosphoribosylglycinamide formyltransferase,YALI0D03069p,0.985981308411215
951,NP_010697.3,YDR409W,XP_504305.1,YALI0_E23342g,NP_010697.3,XP_504305.1,SUMO ligase SIZ1,YALI0E23342p,0.3241150442477876
952,NP_010698.1,YDR410C,XP_504285.1,YALI0_E22913g,NP_010698.1,XP_504285.1,protein-S-isoprenylcysteine carboxyl O-methyltransferase,YALI0E22913p,0.9205020920502092
953,NP_010699.1,YDR411C,XP_505613.1,YALI0_F19250g,NP_010699.1,XP_505613.1,Dfm1p,YALI0F19250p,0.841642228739003
954,NP_010700.3,YDR412W,XP_501437.1,YALI0_C04345g,NP_010700.3,XP_501437.1,Rrp17p,YALI0C04345p,1.1617021276595745
955,NP_010702.4,YDR414C,XP_505420.1,YALI0_F14597g,NP_010702.4,XP_505420.1,Erd1p,YALI0F14597p,0.4751381215469613
956,NP_010703.1,YDR415C,XP_500517.1,YALI0_B05104g,NP_010703.1,XP_500517.1,putative aminopeptidase,YALI0B05104p,0.9411764705882352
957,NP_010704.1,YDR416W,XP_502246.1,YALI0_D00561g,NP_010704.1,XP_502246.1,mRNA splicing protein SYF1,YALI0D00561p,0.9848661233993016
958,NP_010706.3,YDR418W,XP_502807.2,YALI0_D13882g,NP_010706.3,XP_502807.2,ribosomal 60S subunit protein L12B,60S ribosomal protein L12,1.0
959,NP_010707.3,YDR419W,XP_501333.1,YALI0_C01573g,NP_010707.3,XP_501333.1,DNA-directed DNA polymerase eta,YALI0C01573p,0.8338607594936709
960,NP_010709.1,YDR421W,XP_501984.1,YALI0_C18645g,NP_010709.1,XP_501984.1,Aro80p,YALI0C18645p,0.3189473684210526
961,NP_010712.1,YDR424C,XP_502543.1,YALI0_D07700g,NP_010712.1,XP_502543.1,dynein light chain,YALI0D07700p,1.0326086956521738
962,NP_010713.1,YDR425W,XP_502542.1,YALI0_D07678g,NP_010713.1,XP_502542.1,Snx41p,YALI0D07678p,0.8368
963,NP_010715.3,YDR427W,XP_503656.1,YALI0_E07183g,NP_010715.3,XP_503656.1,proteasome regulatory particle lid subunit RPN9,YALI0E07183p,0.9974554707379136
964,NP_010716.3,YDR428C,XP_503514.1,YALI0_E03806g,NP_010716.3,XP_503514.1,arylformamidase,YALI0E03806p,0.8850574712643678
965,NP_010717.1,YDR429C,XP_503515.1,YALI0_E03828g,NP_010717.1,XP_503515.1,translation initiation factor eIF3 core subunit g,YALI0E03828p,1.0255474452554745
966,NP_010718.1,YDR430C,XP_505714.1,YALI0_F21615g,NP_010718.1,XP_505714.1,Cym1p,YALI0F21615p,0.993933265925177
967,NP_010720.3,YDR432W,XP_502423.2,YALI0_D04917g,NP_010720.3,XP_502423.2,mRNA-binding protein NPL3,YALI0D04917p,0.2632850241545894
968,NP_010722.3,YDR434W,XP_502759.1,YALI0_D12749g,NP_010722.3,XP_502759.1,GPI-anchor transamidase GPI17,YALI0D12749p,1.0187265917602997
969,NP_010723.1,YDR435C,XP_502765.1,YALI0_D12881g,NP_010723.1,XP_502765.1,leucine carboxy methyltransferase,YALI0D12881p,1.0182926829268293
970,NP_010724.1,YDR436W,XP_504610.2,YALI0_E30899g,NP_010724.1,XP_504610.2,salt homeostasis regulator,YALI0E30899p,0.4408450704225352
971,NP_010725.3,YDR437W,XP_504074.1,YALI0_E17721g,NP_010725.3,XP_504074.1,phosphatidylinositol N-acetylglucosaminyltransferase GPI19,YALI0E17721p,0.6357142857142857
972,NP_010726.3,YDR438W,XP_504281.1,YALI0_E22803g,NP_010726.3,XP_504281.1,Thi74p,YALI0E22803p,0.8756756756756757
973,NP_010728.1,YDR440W,XP_504277.1,YALI0_E22715g,NP_010728.1,XP_504277.1,histone methyltransferase DOT1,YALI0E22715p,0.5481099656357389
974,NP_010729.3,YDR441C,XP_502459.1,YALI0_D05797g,NP_010729.3,XP_502459.1,adenine phosphoribosyltransferase APT2,YALI0D05797p,0.988950276243094
975,NP_010731.3,YDR443C,XP_502603.2,YALI0_D09086g,NP_010731.3,XP_502603.2,Ssn2p,YALI0D09086p,0.252112676056338
976,NP_010732.1,YDR444W,XP_504751.1,YALI0_E33935g,NP_010732.1,XP_504751.1,putative hydrolase,YALI0E33935p,0.3653566229985444
977,NP_010735.3,YDR447C,XP_505414.1,YALI0_F14465g,NP_010735.3,XP_505414.1,ribosomal 40S subunit protein S17B,40S ribosomal protein S17,1.0147058823529411
978,NP_010736.3,YDR448W,XP_505413.1,YALI0_F14443g,NP_010736.3,XP_505413.1,chromatin-binding transcription regulator ADA2,YALI0F14443p,1.0576036866359446
979,NP_010737.1,YDR449C,XP_505410.1,YALI0_F14377g,NP_010737.1,XP_505410.1,snoRNA-binding rRNA-processing protein UTP6,YALI0F14377p,0.9477272727272728
980,NP_010738.1,YDR450W,XP_503080.2,YALI0_D20614g,NP_010738.1,XP_503080.2,ribosomal 40S subunit protein S18A,40S ribosomal protein S18,0.9863013698630136
981,NP_010740.3,YDR452W,XP_500965.1,YALI0_B16236g,NP_010740.3,XP_500965.1,endopolyphosphatase,YALI0B16236p,0.7507418397626113
982,NP_010741.1,YDR453C,XP_500915.1,YALI0_B15125g,NP_010741.1,XP_500915.1,thioredoxin peroxidase TSA2,YALI0B15125p,0.9948979591836736
983,NP_010742.1,YDR454C,XP_501903.1,YALI0_C16434g,NP_010742.1,XP_501903.1,guanylate kinase,YALI0C16434p,0.983957219251337
984,NP_010744.3,YDR456W,XP_504900.1,YALI0_F02321g,NP_010744.3,XP_504900.1,bifunctional K:H/Na:H antiporter NHX1,YALI0F02321p,0.8941548183254344
985,NP_010745.3,YDR457W,XP_500551.2,YALI0_B05940g,NP_010745.3,XP_500551.2,E3 ubiquitin-protein ligase TOM1,YALI0B05940p,0.3301713586291309
986,NP_010746.1,YDR458C,XP_503824.2,YALI0_E11539g,NP_010746.1,XP_503824.2,Heh2p,YALI0E11539p,0.5731523378582202
987,NP_010747.1,YDR459C,XP_503431.1,YALI0_E01804g,NP_010747.1,XP_503431.1,palmitoyltransferase PFA5,YALI0E01804p,0.8288770053475936
988,NP_010748.3,YDR460W,XP_503432.1,YALI0_E01826g,NP_010748.3,XP_503432.1,TFIIH/NER complex subunit TFB3,YALI0E01826p,0.9937694704049844
989,NP_010750.1,YDR462W,XP_501905.1,YALI0_C16478g,NP_010750.1,XP_501905.1,mitochondrial 54S ribosomal protein YmL28,YALI0C16478p,0.8367346938775511
990,NP_010753.1,YDR465C,XP_501840.1,YALI0_C14718g,NP_010753.1,XP_501840.1,protein-arginine N5-methyltransferase,YALI0C14718p,1.133495145631068
991,NP_010756.3,YDR468C,XP_500544.1,YALI0_B05786g,NP_010756.3,XP_500544.1,Tlg1p,YALI0B05786p,0.9732142857142856
992,NP_010758.3,YDR470C,XP_500547.1,YALI0_B05852g,NP_010758.3,XP_500547.1,Ugo1p,YALI0B05852p,1.0298804780876494
993,NP_010759.1,YDR471W,XP_500549.2,YALI0_B05896g,NP_010759.1,XP_500549.2,ribosomal 60S subunit protein L27B,60S ribosomal protein L27,0.9926470588235294
994,NP_010760.3,YDR472W,XP_500541.1,YALI0_B05720g,NP_010760.3,XP_500541.1,TRAPP subunit TRS31,YALI0B05720p,0.3957597173144876
995,NP_010761.3,YDR473C,XP_500537.1,YALI0_B05632g,NP_010761.3,XP_500537.1,U4/U6-U5 snRNP complex subunit PRP3,YALI0B05632p,0.8933901918976546
996,NP_010764.1,YDR476C,XP_502900.1,YALI0_D16423g,NP_010764.1,XP_502900.1,uncharacterized protein YDR476C,YALI0D16423p,1.0491071428571428
997,NP_010765.3,YDR477W,XP_502312.1,YALI0_D02101g,NP_010765.3,XP_502312.1,AMP-activated serine/threonine-protein kinase catalytic subunit SNF1,YALI0D02101p,0.9826224328593997
998,NP_010767.1,YDR479C,XP_502718.1,YALI0_D11858g,NP_010767.1,XP_502718.1,Pex29p,YALI0D11858p,0.6895306859205776
999,NP_010769.3,YDR481C,XP_505506.1,YALI0_F16709g,NP_010769.3,XP_505506.1,alkaline phosphatase PHO8,YALI0F16709p,0.8957597173144877
1000,NP_010770.3,YDR482C,XP_505783.1,YALI0_F23309g,NP_010770.3,XP_505783.1,U2-type spliceosomal complex subunit CWC21,YALI0F23309p,0.8592592592592593
1001,NP_010771.1,YDR483W,XP_499811.1,YALI0_A06589g,NP_010771.1,XP_499811.1,"alpha-1,2-mannosyltransferase KRE2",YALI0A06589p,0.8076923076923077
1002,NP_010772.1,YDR484W,XP_505118.1,YALI0_F07381g,NP_010772.1,XP_505118.1,Vps52p,YALI0F07381p,0.6302652106084243
1003,NP_010773.4,YDR485C,XP_500949.1,YALI0_B15862g,NP_010773.4,XP_500949.1,Vps72p,YALI0B15862p,0.4025157232704403
1004,NP_010774.4,YDR486C,XP_500664.1,YALI0_B08987g,NP_010774.4,XP_500664.1,Vps60p,YALI0B08987p,0.9344978165938864
1005,NP_010775.1,YDR487C,XP_500663.1,YALI0_B08965g,NP_010775.1,XP_500663.1,"3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3",YALI0B08965p,0.9951923076923076
1006,NP_010777.3,YDR489W,XP_501032.1,YALI0_B17820g,NP_010777.3,XP_501032.1,DNA replication protein SLD5,YALI0B17820p,0.8095238095238095
1007,NP_010780.1,YDR492W,XP_504072.1,YALI0_E17677g,NP_010780.1,XP_504072.1,PAQR-type receptor,YALI0E17677p,0.8955696202531646
1008,NP_010781.1,YDR493W,XP_499853.1,YALI0_A07799g,NP_010781.1,XP_499853.1,Mzm1p,YALI0A07799p,0.8455284552845529
1009,NP_010783.3,YDR495C,XP_505517.1,YALI0_F17006g,NP_010783.3,XP_505517.1,CORVET complex subunit VPS3,YALI0F17006p,0.3165182987141444
1010,NP_010784.1,YDR496C,XP_505532.1,YALI0_F17358g,NP_010784.1,XP_505532.1,Puf6p,YALI0F17358p,0.8536585365853658
1011,NP_010785.1,YDR497C,XP_505807.1,YALI0_F23903g,NP_010785.1,XP_505807.1,myo-inositol transporter ITR1,YALI0F23903p,0.833904109589041
1012,NP_010786.3,YDR498C,XP_501468.1,YALI0_C05302g,NP_010786.3,XP_501468.1,Sec20p,YALI0C05302p,0.3289817232375979
1013,NP_010788.1,YDR500C,XP_503416.1,YALI0_E01452g,NP_010788.1,XP_503416.1,ribosomal 60S subunit protein L37B,60S ribosomal protein L37,0.8863636363636364
1014,NP_010789.1,YDR501W,XP_503415.1,YALI0_E01430g,NP_010789.1,XP_503415.1,Plm2p,YALI0E01430p,0.3953934740882917
1015,NP_010790.3,YDR502C,XP_500887.1,YALI0_B14509g,NP_010790.3,XP_500887.1,methionine adenosyltransferase SAM2,YALI0B14509p,0.9895833333333334
1016,NP_010791.3,YDR503C,XP_501716.1,YALI0_C11297g,NP_010791.3,XP_501716.1,phosphatidate phosphatase LPP1,YALI0C11297p,0.5437956204379562
1017,NP_010793.2,YDR505C,XP_505099.1,YALI0_F06864g,NP_010793.2,XP_505099.1,Psp1p,YALI0F06864p,0.2948870392390011
1018,NP_010794.3,YDR506C,XP_502524.1,YALI0_D07282g,NP_010794.3,XP_502524.1,putative oxidoreductase,YALI0D07282p,0.4769736842105263
1019,NP_010795.3,YDR507C,XP_002143064.1,YALI0_E06519g,NP_010795.3,XP_002143064.1,protein kinase GIN4,YALI0E06519p,0.3669001751313485
1020,NP_010796.1,YDR508C,XP_501659.1,YALI0_C09889g,NP_010796.1,XP_501659.1,glutamine permease GNP1,YALI0C09889p,0.8024132730015083
1021,NP_010798.1,YDR510W,XP_002143107.1,YALI0_F06826g,NP_010798.1,XP_002143107.1,SUMO family protein SMT3,YALI0F06826p,0.8613861386138614
1022,NP_010799.3,YDR511W,XP_501646.1,YALI0_C09548g,NP_010799.3,XP_501646.1,Sdh7p,YALI0C09548p,0.7819548872180451
1023,NP_010800.3,YDR512C,XP_500997.1,YALI0_B16962g,NP_010800.3,XP_500997.1,Emi1p,YALI0B16962p,0.5294117647058824
1024,NP_010801.1,YDR513W,XP_501474.1,YALI0_C05467g,NP_010801.1,XP_501474.1,dithiol glutaredoxin GRX2,YALI0C05467p,0.7552447552447552
1025,NP_010802.1,YDR514C,XP_500872.1,YALI0_B14179g,NP_010802.1,XP_500872.1,uncharacterized protein YDR514C,YALI0B14179p,0.4575569358178054
1026,NP_010804.3,YDR516C,XP_503983.1,YALI0_E15488g,NP_010804.3,XP_503983.1,putative glucokinase,YALI0E15488p,0.992
1027,NP_010805.1,YDR517W,XP_503480.1,YALI0_E03014g,NP_010805.1,XP_503480.1,Grh1p,YALI0E03014p,0.6559139784946236
1028,NP_010806.1,YDR518W,XP_503481.1,YALI0_E03036g,NP_010806.1,XP_503481.1,protein disulfide isomerase EUG1,YALI0E03036p,1.001934235976789
1029,NP_010807.3,YDR519W,XP_500249.1,YALI0_A19602g,NP_010807.3,XP_500249.1,peptidylprolyl isomerase family protein FPR2,YALI0A19602p,1.022222222222222
1030,NP_010810.1,YDR522C,XP_502533.1,YALI0_D07480g,NP_010810.1,XP_502533.1,Sps2p,YALI0D07480p,0.6175298804780877
1031,NP_010811.1,YDR523C,XP_504754.1,YALI0_E34001g,NP_010811.1,XP_504754.1,putative serine/threonine protein kinase SPS1,YALI0E34001p,0.5918367346938775
1032,NP_010814.1,YDR525W-A,XP_502906.2,YALI0_D16665g,NP_010814.1,XP_502906.2,Sna2p,YALI0D16665p,0.6455696202531646
1033,NP_010816.4,YDR527W,XP_504439.1,YALI0_E26807g,NP_010816.4,XP_504439.1,Rba50p,YALI0E26807p,0.5261958997722096
1034,NP_010818.1,YDR529C,XP_504755.1,YALI0_E34037g,NP_010818.1,XP_504755.1,ubiquinol--cytochrome-c reductase subunit 7,YALI0E34037p,0.9763779527559056
1035,NP_010819.1,YDR530C,XP_506046.1,YALI0_F30349g,NP_010819.1,XP_506046.1,bifunctional AP-4-A phosphorylase/ADP sulfurylase,YALI0F30349p,1.0246153846153847
1036,NP_010820.3,YDR531W,XP_503275.1,YALI0_D25476g,NP_010820.3,XP_503275.1,pantothenate kinase,YALI0D25476p,1.0817438692098094
1037,NP_010822.1,YDR533C,XP_502116.1,YALI0_C22000g,NP_010822.1,XP_502116.1,glutathione-independent methylglyoxalase,YALI0C22000p,0.9746835443037974
1038,NP_010825.3,YDR536W,XP_501451.1,YALI0_C04730g,NP_010825.3,XP_501451.1,glucose-inactivated glycerol proton symporter STL1,YALI0C04730p,0.9314586994727592
1039,NP_010830.4,YDR541C,XP_505191.1,YALI0_F09097g,NP_010830.4,XP_505191.1,carbonyl reductase (NADPH-dependent),YALI0F09097p,1.0087209302325582
1040,NP_010843.1,YEL071W,XP_501517.1,YALI0_C06446g,NP_010843.1,XP_501517.1,D-lactate dehydrogenase,YALI0C06446p,1.002016129032258
1041,NP_010845.1,YEL069C,XP_505610.1,YALI0_F19184g,NP_010845.1,XP_505610.1,hexose transporter HXT13,YALI0F19184p,0.9343971631205674
1042,NP_010848.2,YEL066W,XP_501131.1,YALI0_B20328g,NP_010848.2,XP_501131.1,D-amino-acid N-acetyltransferase,YALI0B20328p,0.9006211180124224
1043,NP_010849.3,YEL065W,XP_505959.1,YALI0_F27709g,NP_010849.3,XP_505959.1,siderophore transporter,YALI0F27709p,0.6942675159235668
1044,NP_010850.1,YEL064C,XP_504503.1,YALI0_E28358g,NP_010850.1,XP_504503.1,Avt2p,YALI0E28358p,0.95625
1045,NP_010851.1,YEL063C,XP_501094.1,YALI0_B19338g,NP_010851.1,XP_501094.1,arginine permease CAN1,YALI0B19338p,0.9169491525423727
1046,NP_010852.4,YEL062W,XP_504919.1,YALI0_F02783g,NP_010852.4,XP_504919.1,nitrogen permease regulating protein NPR2,YALI0F02783p,0.6991869918699187
1047,NP_010853.2,YEL061C,XP_505401.1,YALI0_F14179g,NP_010853.2,XP_505401.1,kinesin motor protein CIN8,YALI0F14179p,0.282
1048,NP_010854.1,YEL060C,XP_499806.1,YALI0_A06435g,NP_010854.1,XP_499806.1,proteinase B,YALI0A06435p,0.6535433070866141
1049,NP_010856.1,YEL058W,XP_504558.1,YALI0_E29579g,NP_010856.1,XP_504558.1,phosphoacetylglucosamine mutase PCM1,YALI0E29579p,0.9748653500897666
1050,NP_010858.3,YEL056W,XP_499647.1,YALI0_A01331g,NP_010858.3,XP_499647.1,Hat2p,YALI0A01331p,0.9750623441396508
1051,NP_010859.1,YEL055C,XP_503392.1,YALI0_E00902g,NP_010859.1,XP_503392.1,DNA-directed DNA polymerase,YALI0E00902p,0.7416829745596869
1052,NP_010860.1,YEL054C,XP_502807.2,YALI0_D13882g,NP_010860.1,XP_502807.2,ribosomal 60S subunit protein L12A,60S ribosomal protein L12,1.0
1053,NP_010861.3,YEL053C,XP_505168.1,YALI0_F08591g,NP_010861.3,XP_505168.1,Mak10p,YALI0F08591p,1.0518417462482947
1054,NP_010862.1,YEL052W,XP_502250.1,YALI0_D00649g,NP_010862.1,XP_502250.1,Afg1p,YALI0D00649p,0.9567779960707268
1055,NP_010863.1,YEL051W,XP_502247.1,YALI0_D00583g,NP_010863.1,XP_502247.1,H(+)-transporting V1 sector ATPase subunit D,YALI0D00583p,0.99609375
1056,NP_010864.3,YEL050C,XP_502752.1,YALI0_D12606g,NP_010864.3,XP_502752.1,mitochondrial 54S ribosomal protein RML2,mitochondrial 54S ribosomal protein RML2,0.910941475826972
1057,NP_010867.3,YEL047C,XP_502696.2,YALI0_D11374g,NP_010867.3,XP_502696.2,fumarate reductase,YALI0D11374p,0.676595744680851
1058,NP_010868.1,YEL046C,XP_500331.1,YALI0_A21417g,NP_010868.1,XP_500331.1,threonine aldolase GLY1,YALI0A21417p,0.8733850129198967
1059,NP_010870.1,YEL044W,XP_504394.1,YALI0_E25718g,NP_010870.1,XP_504394.1,Ies6p,YALI0E25718p,0.8012048192771084
1060,NP_010871.3,YEL043W,XP_500011.1,YALI0_A12287g,NP_010871.3,XP_500011.1,Gta1p,YALI0A12287p,0.5052301255230126
1061,NP_010872.1,YEL042W,XP_501956.1,YALI0_C17941g,NP_010872.1,XP_501956.1,guanosine diphosphatase,YALI0C17941p,0.8474903474903475
1062,NP_010873.1,YEL041W,XP_504486.1,YALI0_E27874g,NP_010873.1,XP_504486.1,NADH/NAD(+) kinase,YALI0E27874p,0.7616161616161616
1063,NP_010874.3,YEL040W,XP_500934.1,YALI0_B15510g,NP_010874.3,XP_500934.1,Utr2p,YALI0B15510p,0.6916488222698073
1064,NP_010875.1,YEL039C,XP_502612.1,YALI0_D09273g,NP_010875.1,XP_502612.1,cytochrome c isoform 2,YALI0D09273p,0.9203539823008848
1065,NP_010876.2,YEL038W,XP_502911.1,YALI0_D16797g,NP_010876.2,XP_502911.1,putative acireductone synthase UTR4,YALI0D16797p,0.986784140969163
1066,NP_010877.3,YEL037C,XP_502899.1,YALI0_D16401g,NP_010877.3,XP_502899.1,Rad23p,YALI0D16401p,1.020100502512563
1067,NP_010878.1,YEL036C,XP_501421.1,YALI0_C04004g,NP_010878.1,XP_501421.1,Anp1p,YALI0C04004p,0.842
1068,NP_010880.3,YEL034W,XP_501535.2,YALI0_C06886g,NP_010880.3,XP_501535.2,translation elongation factor eIF-5A,YALI0C06886p,0.9872611464968152
1069,NP_010882.1,YEL032W,XP_505729.1,YALI0_F21945g,NP_010882.1,XP_505729.1,MCM DNA helicase complex subunit MCM3,YALI0F21945p,0.670442842430484
1070,NP_010883.3,YEL031W,XP_505730.1,YALI0_F21967g,NP_010883.3,XP_505730.1,ion-transporting P-type ATPase SPF1,YALI0F21967p,1.0
1071,NP_010884.1,YEL030W,XP_501940.2,YALI0_C17347g,NP_010884.1,XP_501940.2,Hsp70 family ATPase ECM10,YALI0C17347p,0.9891304347826086
1072,NP_010885.1,YEL029C,XP_499883.1,YALI0_A08668g,NP_010885.1,XP_499883.1,putative pyridoxal kinase BUD16,YALI0A08668p,0.971153846153846
1073,NP_010887.3,YEL027W,XP_505831.1,YALI0_F24475g,NP_010887.3,XP_505831.1,H(+)-transporting V0 sector ATPase subunit c,YALI0F24475p,0.99375
1074,NP_010888.1,YEL026W,XP_505832.1,YALI0_F24497g,NP_010888.1,XP_505832.1,RNA binding protein SNU13,small nucleolar ribonucleoprotein SNU13,1.0
1075,NP_010890.3,YEL024W,XP_499709.1,YALI0_A02915g,NP_010890.3,XP_499709.1,ubiquinol--cytochrome-c reductase catalytic subunit RIP1,YALI0A02915p,0.9348837209302324
1076,NP_010891.1,YEL023C,XP_499708.1,YALI0_A02893g,NP_010891.1,XP_499708.1,uncharacterized protein YEL023C,YALI0A02893p,0.8328445747800587
1077,NP_010892.1,YEL022W,XP_504150.1,YALI0_E19536g,NP_010892.1,XP_504150.1,Arf family guanine nucleotide exchange factor GEA2,YALI0E19536p,0.7690198766278272
1078,NP_010894.1,YEL020W-A,XP_503570.1,YALI0_E05115g,NP_010894.1,XP_503570.1,protein transporter TIM9,YALI0E05115p,0.9540229885057472
1079,NP_010895.1,YEL020C,XP_503660.1,YALI0_E07315g,NP_010895.1,XP_503660.1,putative indolepyruvate decarboxylase family protein,YALI0E07315p,1.0071428571428571
1080,NP_010896.3,YEL019C,XP_499982.1,YALI0_A11517g,NP_010896.3,XP_499982.1,SUMO ligase MMS21,YALI0A11517p,0.3782771535580524
1081,NP_010900.1,YEL016C,XP_503718.1,YALI0_E09042g,NP_010900.1,XP_503718.1,nucleotide diphosphatase/phosphodiesterase NPP2,YALI0E09042p,0.8681541582150102
1082,NP_010903.3,YEL013W,XP_503924.1,YALI0_E13992g,NP_010903.3,XP_503924.1,protein anchor VAC8,YALI0E13992p,0.8944636678200693
1083,NP_010904.2,YEL012W,XP_503847.2,YALI0_E12081g,NP_010904.2,XP_503847.2,E2 ubiquitin-conjugating protein UBC8,YALI0E12081p,0.6743119266055045
1084,NP_010905.1,YEL011W,XP_501531.1,YALI0_C06798g,NP_010905.1,XP_501531.1,"1,4-alpha-glucan branching enzyme",YALI0C06798p,0.9928977272727272
1085,NP_010907.3,YEL009C,XP_504480.1,YALI0_E27742g,NP_010907.3,XP_504480.1,amino acid starvation-responsive transcription factor GCN4,YALI0E27742p,0.7117437722419929
1086,NP_010909.1,YEL007W,XP_501594.1,YALI0_C08327g,NP_010909.1,XP_501594.1,Mit1p,YALI0C08327p,0.3423423423423423
1087,NP_010910.1,YEL006W,XP_504023.1,YALI0_E16478g,NP_010910.1,XP_504023.1,NAD+ transporter,YALI0E16478p,0.8746268656716418
1088,NP_010912.1,YEL004W,XP_504338.1,YALI0_E24123g,NP_010912.1,XP_504338.1,Yea4p,YALI0E24123p,0.9239766081871345
1089,NP_010913.2,YEL003W,XP_002143048.1,YALI0_D06578g,NP_010913.2,XP_002143048.1,tubulin-binding prefolding complex subunit GIM4,YALI0D06578p,0.954954954954955
1090,NP_010914.3,YEL002C,XP_502492.1,YALI0_D06589g,NP_010914.3,XP_502492.1,dolichyl-diphosphooligosaccharide-protein glycotransferase,YALI0D06589p,0.9744186046511628
1091,NP_010917.3,YER002W,XP_501052.2,YALI0_B18326g,NP_010917.3,XP_501052.2,Nop16p,YALI0B18326p,1.0173160173160174
1092,NP_010918.1,YER003C,XP_501053.1,YALI0_B18348g,NP_010918.1,XP_501053.1,mannose-6-phosphate isomerase PMI40,YALI0B18348p,1.0116550116550116
1093,NP_010920.3,YER005W,XP_502023.1,YALI0_C19712g,NP_010920.3,XP_502023.1,apyrase,YALI0C19712p,0.8095238095238095
1094,NP_010921.1,YER006W,XP_505719.1,YALI0_F21725g,NP_010921.1,XP_505719.1,RNA-binding GTPase NUG1,YALI0F21725p,0.9634615384615384
1095,NP_010922.1,YER007W,XP_500161.1,YALI0_A17358g,NP_010922.1,XP_500161.1,Pac2p,YALI0A17358p,0.7722007722007722
1096,NP_010923.3,YER007C-A,XP_500162.1,YALI0_A17380g,NP_010923.3,XP_500162.1,translation machinery-associated protein 20,YALI0A17380p,0.9834254143646408
1097,NP_010924.1,YER008C,XP_505717.1,YALI0_F21681g,NP_010924.1,XP_505717.1,GTP-Rho binding exocyst subunit SEC3,YALI0F21681p,0.593562874251497
1098,NP_010925.1,YER009W,XP_501730.1,YALI0_C11605g,NP_010925.1,XP_501730.1,Ran GTPase-binding protein NTF2,YALI0C11605p,0.984
1099,NP_010926.3,YER010C,XP_505741.1,YALI0_F22209g,NP_010926.3,XP_505741.1,bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase,YALI0F22209p,0.9871794871794872
1100,NP_010928.1,YER012W,XP_500757.1,YALI0_B11374g,NP_010928.1,XP_500757.1,proteasome core particle subunit beta 4,YALI0B11374p,0.9696969696969696
1101,NP_010929.3,YER013W,XP_500756.1,YALI0_B11352g,NP_010929.3,XP_500756.1,DEAH-box ATP-dependent RNA helicase PRP22,YALI0B11352p,0.8655021834061135
1102,NP_010930.1,YER014W,XP_503186.1,YALI0_D23331g,NP_010930.1,XP_503186.1,oxygen-dependent protoporphyrinogen oxidase,YALI0D23331p,0.9499072356215214
1103,NP_010931.3,YER015W,XP_500085.1,YALI0_A15103g,NP_010931.3,XP_500085.1,medium-chain fatty acid-CoA ligase FAA2,YALI0A15103p,0.2728494623655914
1104,NP_010932.1,YER016W,XP_500193.1,YALI0_A18227g,NP_010932.1,XP_500193.1,microtubule-binding protein BIM1,YALI0A18227p,0.8866279069767442
1105,NP_010933.1,YER017C,XP_500430.1,YALI0_B02574g,NP_010933.1,XP_500430.1,AAA family ATPase AFG3,YALI0B02574p,0.8318002628120894
1106,NP_010935.1,YER019W,XP_502987.1,YALI0_D18458g,NP_010935.1,XP_502987.1,inositol phosphosphingolipid phospholipase,YALI0D18458p,0.9056603773584906
1107,NP_010936.1,YER019C-A,XP_505163.1,YALI0_F08481g,NP_010936.1,XP_505163.1,Arf family guanine nucleotide exchange factor SBH2,YALI0F08481p,0.8977272727272727
1108,NP_010937.3,YER020W,XP_499910.1,YALI0_A09592g,NP_010937.3,XP_499910.1,guanine nucleotide-binding protein subunit alpha,YALI0A09592p,0.821826280623608
1109,NP_010938.1,YER021W,XP_505989.1,YALI0_F28413g,NP_010938.1,XP_505989.1,proteasome regulatory particle lid subunit RPN3,YALI0F28413p,0.8451242829827916
